DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,-0.5,50000,1,1080000,99999,20,100,50,2,300,2,0.5,5,-100,0.1,0.75,20,4,FALSE,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M5_R6_O9_A2_TR1_T1_20250412-011854/save-04.12.2025_01.18.54/final_model.zip,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250410-011939_TEST_WITH_ADOPTED_MAZES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt,,,,,,,,,,,,,,,,,,,
1112,kein_Terminated,Zeit abgelaufen,0.65,12,7257.5,300.5,8,7,20250415-045901,,,,,,,,,,,,,,,,,,,
1113,kein_Terminated,Zeit abgelaufen,0.64,44,3981.5,300.5,5,9,20250415-045915,,,,,,,,,,,,,,,,,,,
1114,kein_Terminated,Zeit abgelaufen,0.37,264,-21719.5,300.5,5,9,20250415-045929,,,,,,,,,,,,,,,,,,,
1115,kein_Terminated,Zeit abgelaufen,0.66,49,3753.75,300.5,5,7,20250415-045944,,,,,,,,,,,,,,,,,,,
1116,kein_Terminated,Zeit abgelaufen,0.58,61,1560.75,300.5,5,7,20250415-045958,,,,,,,,,,,,,,,,,,,
1117,kein_Terminated,Zeit abgelaufen,0.49,176,-11261.5,300.5,5,5,20250415-050012,,,,,,,,,,,,,,,,,,,
1118,kein_Terminated,Zeit abgelaufen,0.36,7,4057.25,300.5,5,5,20250415-050026,,,,,,,,,,,,,,,,,,,
1119,kein_Terminated,Zeit abgelaufen,0.38,19,3164.25,300.5,5,9,20250415-050040,,,,,,,,,,,,,,,,,,,
1120,kein_Terminated,Zeit abgelaufen,0.09,275,-26515.75,300.5,15,1,20250415-050054,,,,,,,,,,,,,,,,,,,
1121,kein_Terminated,Zeit abgelaufen,0.32,37,390.75,300.5,15,1,20250415-050109,,,,,,,,,,,,,,,,,,,
1122,kein_Terminated,Zeit abgelaufen,0.45,10,4795,300.5,15,6,20250415-050125,,,,,,,,,,,,,,,,,,,
1123,kein_Terminated,Zeit abgelaufen,0.3,68,-2831.75,300.5,15,6,20250415-050140,,,,,,,,,,,,,,,,,,,
1124,kein_Terminated,Zeit abgelaufen,0.41,107,-5573.75,300.5,15,9,20250415-050155,,,,,,,,,,,,,,,,,,,
1125,kein_Terminated,Zeit abgelaufen,0.33,79,-3776.75,300.5,15,9,20250415-050210,,,,,,,,,,,,,,,,,,,
1126,kein_Terminated,Zeit abgelaufen,0.38,22,2646,300.5,15,7,20250415-050226,,,,,,,,,,,,,,,,,,,
1127,kein_Terminated,Zeit abgelaufen,0.5,28,3761.5,300.5,5,4,20250415-050240,,,,,,,,,,,,,,,,,,,
1128,kein_Terminated,Zeit abgelaufen,0.72,23,7153.25,300.5,5,4,20250415-050255,,,,,,,,,,,,,,,,,,,
1129,kein_Terminated,Zeit abgelaufen,0.54,8,6308.5,300.5,5,7,20250415-050309,,,,,,,,,,,,,,,,,,,
1130,kein_Terminated,Zeit abgelaufen,0.64,143,-5920.75,300.5,5,7,20250415-050323,,,,,,,,,,,,,,,,,,,
1131,kein_Terminated,Zeit abgelaufen,0.43,149,-9277.25,300.5,5,7,20250415-050337,,,,,,,,,,,,,,,,,,,
1132,kein_Terminated,Zeit abgelaufen,0.65,26,5943,300.5,5,7,20250415-050351,,,,,,,,,,,,,,,,,,,
1133,kein_Terminated,Zeit abgelaufen,0.31,136,-9551.5,300.5,5,3,20250415-050405,,,,,,,,,,,,,,,,,,,
1134,kein_Terminated,Zeit abgelaufen,0.35,255,-21172.75,300.5,15,8,20250415-050421,,,,,,,,,,,,,,,,,,,
1135,kein_Terminated,Zeit abgelaufen,0.23,350,-32356,300.5,15,8,20250415-050435,,,,,,,,,,,,,,,,,,,
1136,kein_Terminated,Zeit abgelaufen,0.18,182,-16062,300.5,15,0,20250415-050451,,,,,,,,,,,,,,,,,,,
1137,kein_Terminated,Zeit abgelaufen,0.26,414,-38380,300.5,15,0,20250415-050506,,,,,,,,,,,,,,,,,,,
1138,kein_Terminated,Zeit abgelaufen,0.55,34,3649,300.5,15,1,20250415-050521,,,,,,,,,,,,,,,,,,,
1139,kein_Terminated,Zeit abgelaufen,0.22,31,-244.75,300.5,15,1,20250415-050535,,,,,,,,,,,,,,,,,,,
1140,kein_Terminated,Zeit abgelaufen,0.21,318,-29328,300.5,15,1,20250415-050551,,,,,,,,,,,,,,,,,,,
1141,kein_Terminated,Zeit abgelaufen,0.62,5,7630.75,300.5,5,7,20250415-050605,,,,,,,,,,,,,,,,,,,
1142,kein_Terminated,Zeit abgelaufen,0.6,135,-5630.75,300.5,5,7,20250415-050620,,,,,,,,,,,,,,,,,,,
1143,kein_Terminated,Zeit abgelaufen,0.64,12,7201.5,300.5,5,6,20250415-050634,,,,,,,,,,,,,,,,,,,
1144,kein_Terminated,Zeit abgelaufen,0.65,118,-3370,300.5,5,6,20250415-050648,,,,,,,,,,,,,,,,,,,
1145,kein_Terminated,Zeit abgelaufen,0.69,9,8251.75,300.5,5,0,20250415-050702,,,,,,,,,,,,,,,,,,,
1146,kein_Terminated,Zeit abgelaufen,0.62,52,2967.5,300.5,5,0,20250415-050716,,,,,,,,,,,,,,,,,,,
1147,kein_Terminated,Zeit abgelaufen,0.36,14,3364,300.5,5,2,20250415-050730,,,,,,,,,,,,,,,,,,,
1148,kein_Terminated,Zeit abgelaufen,0.52,16,5270.5,300.5,0,2,20250415-050744,,,,,,,,,,,,,,,,,,,
1149,kein_Terminated,Zeit abgelaufen,0.65,114,-2955,300.5,0,2,20250415-050759,,,,,,,,,,,,,,,,,,,
1150,kein_Terminated,Zeit abgelaufen,0.37,13,3492.75,300.5,0,3,20250415-050813,,,,,,,,,,,,,,,,,,,
1151,kein_Terminated,Zeit abgelaufen,0.47,281,-22108.25,300.5,0,3,20250415-050827,,,,,,,,,,,,,,,,,,,
1152,kein_Terminated,Zeit abgelaufen,0.62,28,5273.5,300.5,0,7,20250415-050842,,,,,,,,,,,,,,,,,,,
1153,kein_Terminated,Zeit abgelaufen,0.45,234,-17641,300.5,0,7,20250415-050856,,,,,,,,,,,,,,,,,,,
1154,kein_Terminated,Zeit abgelaufen,0.61,12,6737.5,300.5,0,9,20250415-050910,,,,,,,,,,,,,,,,,,,
1155,kein_Terminated,Zeit abgelaufen,0.61,10,6947,300.5,8,1,20250415-050925,,,,,,,,,,,,,,,,,,,
1156,kein_Terminated,Zeit abgelaufen,0.5,6,5938,300.5,8,1,20250415-050939,,,,,,,,,,,,,,,,,,,
1157,kein_Terminated,Zeit abgelaufen,0.49,14,5000,300.5,8,8,20250415-050955,,,,,,,,,,,,,,,,,,,
1158,kein_Terminated,Zeit abgelaufen,0.55,37,3402.75,300.5,8,8,20250415-051009,,,,,,,,,,,,,,,,,,,
1159,kein_Terminated,Zeit abgelaufen,0.51,12,5437.5,300.5,8,2,20250415-051024,,,,,,,,,,,,,,,,,,,
1160,kein_Terminated,Zeit abgelaufen,0.59,22,5474,300.5,8,2,20250415-051039,,,,,,,,,,,,,,,,,,,
1161,kein_Terminated,Zeit abgelaufen,0.36,139,-9317.75,300.5,8,5,20250415-051054,,,,,,,,,,,,,,,,,,,
1162,kein_Terminated,Zeit abgelaufen,0.48,76,-1446.5,300.5,8,2,20250415-051108,,,,,,,,,,,,,,,,,,,
14,kein_Terminated,Zeit abgelaufen,0.03,0,390.5,300.5,5,6,20250415-051133,,,,,,,,,,,,,,,,,,,
1163,kein_Terminated,Zeit abgelaufen,0.4,31,2135.25,300.5,8,2,20250415-051136,,,,,,,,,,,,,,,,,,,
1164,kein_Terminated,Zeit abgelaufen,0.53,13,5608.75,300.5,8,6,20250415-051150,,,,,,,,,,,,,,,,,,,
1165,kein_Terminated,Zeit abgelaufen,0.54,189,-11959.25,300.5,8,6,20250415-051205,,,,,,,,,,,,,,,,,,,
1166,kein_Terminated,Zeit abgelaufen,0.4,18,3349,300.5,8,2,20250415-051220,,,,,,,,,,,,,,,,,,,
1167,kein_Terminated,Zeit abgelaufen,0.54,10,5975,300.5,8,2,20250415-051235,,,,,,,,,,,,,,,,,,,
1168,kein_Terminated,Zeit abgelaufen,0.51,7,5881.25,300.5,8,2,20250415-051249,,,,,,,,,,,,,,,,,,,
1169,kein_Terminated,Zeit abgelaufen,0.52,14,5368,300.5,0,3,20250415-051304,,,,,,,,,,,,,,,,,,,
1170,kein_Terminated,Zeit abgelaufen,0.48,21,4243.5,300.5,0,3,20250415-051318,,,,,,,,,,,,,,,,,,,
1171,kein_Terminated,Zeit abgelaufen,0.68,16,7246.5,300.5,0,1,20250415-051332,,,,,,,,,,,,,,,,,,,
1172,kein_Terminated,Zeit abgelaufen,0.56,16,5754.5,300.5,0,1,20250415-051347,,,,,,,,,,,,,,,,,,,
1173,kein_Terminated,Zeit abgelaufen,0.55,215,-14498.75,300.5,0,7,20250415-051401,,,,,,,,,,,,,,,,,,,
1174,kein_Terminated,Zeit abgelaufen,0.47,20,4167.5,300.5,0,7,20250415-051416,,,,,,,,,,,,,,,,,,,
1175,kein_Terminated,Zeit abgelaufen,0.48,274,-21299,300.5,0,9,20250415-051430,,,,,,,,,,,,,,,,,,,
1176,kein_Terminated,Zeit abgelaufen,0.53,198,-13042,300.5,8,1,20250415-051444,,,,,,,,,,,,,,,,,,,
1177,kein_Terminated,Zeit abgelaufen,0.5,4,6115.5,300.5,8,1,20250415-051459,,,,,,,,,,,,,,,,,,,
1178,kein_Terminated,Zeit abgelaufen,0.52,4,6343.5,300.5,8,7,20250415-051513,,,,,,,,,,,,,,,,,,,
1179,kein_Terminated,Zeit abgelaufen,0.62,56,2404.5,300.5,8,7,20250415-051528,,,,,,,,,,,,,,,,,,,
1180,kein_Terminated,Zeit abgelaufen,0.32,47,-572.75,300.5,8,6,20250415-051543,,,,,,,,,,,,,,,,,,,
1181,kein_Terminated,Zeit abgelaufen,0.5,13,5148.75,300.5,8,6,20250415-051558,,,,,,,,,,,,,,,,,,,
1182,kein_Terminated,Zeit abgelaufen,0.51,173,-10779.25,300.5,8,4,20250415-051612,,,,,,,,,,,,,,,,,,,
1183,kein_Terminated,Zeit abgelaufen,0.6,34,4461,300.5,5,0,20250415-051627,,,,,,,,,,,,,,,,,,,
1184,kein_Terminated,Zeit abgelaufen,0.33,12,3165.5,300.5,5,0,20250415-051641,,,,,,,,,,,,,,,,,,,
1185,kein_Terminated,Zeit abgelaufen,0.66,5,8246.75,300.5,5,9,20250415-051655,,,,,,,,,,,,,,,,,,,
1186,kein_Terminated,Zeit abgelaufen,0.67,46,4160,300.5,5,9,20250415-051710,,,,,,,,,,,,,,,,,,,
1187,kein_Terminated,Zeit abgelaufen,0.29,413,-37811.25,300.5,5,6,20250415-051724,,,,,,,,,,,,,,,,,,,
1188,kein_Terminated,Zeit abgelaufen,0.58,84,-820.5,300.5,5,6,20250415-051739,,,,,,,,,,,,,,,,,,,
1189,kein_Terminated,Zeit abgelaufen,0.61,34,4685,300.5,5,1,20250415-051753,,,,,,,,,,,,,,,,,,,
1190,kein_Terminated,Zeit abgelaufen,0.28,435,-40183.75,300.5,0,3,20250415-051807,,,,,,,,,,,,,,,,,,,
1191,kein_Terminated,Zeit abgelaufen,0.58,93,-1755.25,300.5,0,3,20250415-051822,,,,,,,,,,,,,,,,,,,
1192,kein_Terminated,Zeit abgelaufen,0.56,176,-10353.5,300.5,0,4,20250415-051836,,,,,,,,,,,,,,,,,,,
1193,kein_Terminated,Zeit abgelaufen,0.67,59,2794.25,300.5,0,4,20250415-051850,,,,,,,,,,,,,,,,,,,
1194,kein_Terminated,Zeit abgelaufen,0.47,25,3571.75,300.5,0,5,20250415-051904,,,,,,,,,,,,,,,,,,,
1195,kein_Terminated,Zeit abgelaufen,0.53,197,-12965.25,300.5,0,5,20250415-051918,,,,,,,,,,,,,,,,,,,
1196,kein_Terminated,Zeit abgelaufen,0.52,17,5057.75,300.5,0,6,20250415-051933,,,,,,,,,,,,,,,,,,,
1197,kein_Terminated,Zeit abgelaufen,0.4,19,3324.25,300.5,0,8,20250415-051947,,,,,,,,,,,,,,,,,,,
1198,kein_Terminated,Zeit abgelaufen,0.46,228,-16960.5,300.5,0,8,20250415-052002,,,,,,,,,,,,,,,,,,,
1199,kein_Terminated,Zeit abgelaufen,0.65,35,4932.25,300.5,0,5,20250415-052016,,,,,,,,,,,,,,,,,,,
1200,kein_Terminated,Zeit abgelaufen,0.48,49,1293.75,300.5,0,5,20250415-052031,,,,,,,,,,,,,,,,,,,
1201,kein_Terminated,Zeit abgelaufen,0.61,48,3182.5,300.5,0,4,20250415-052045,,,,,,,,,,,,,,,,,,,
1202,kein_Terminated,Zeit abgelaufen,0.64,63,2047.25,300.5,0,4,20250415-052100,,,,,,,,,,,,,,,,,,,
1203,kein_Terminated,Zeit abgelaufen,0.56,6,6782,300.5,0,2,20250415-052114,,,,,,,,,,,,,,,,,,,
1204,kein_Terminated,Zeit abgelaufen,0.61,13,5956.75,300.5,26,9,20250415-052133,,,,,,,,,,,,,,,,,,,
1205,kein_Terminated,Zeit abgelaufen,0.4,28,2017.5,300.5,26,9,20250415-052151,,,,,,,,,,,,,,,,,,,
1206,kein_Terminated,Zeit abgelaufen,0.57,20,4847.5,300.5,26,0,20250415-052210,,,,,,,,,,,,,,,,,,,
1207,kein_Terminated,Zeit abgelaufen,0.55,7,5853.25,300.5,26,0,20250415-052228,,,,,,,,,,,,,,,,,,,
1208,kein_Terminated,Zeit abgelaufen,0.42,1,4957.75,300.5,26,4,20250415-052247,,,,,,,,,,,,,,,,,,,
1209,kein_Terminated,Zeit abgelaufen,0.63,16,5886.5,300.5,26,4,20250415-052305,,,,,,,,,,,,,,,,,,,
1210,kein_Terminated,Zeit abgelaufen,0.51,82,-2187,300.5,26,2,20250415-052324,,,,,,,,,,,,,,,,,,,
1211,kein_Terminated,Zeit abgelaufen,0.71,16,7590.5,300.5,8,6,20250415-052338,,,,,,,,,,,,,,,,,,,
1212,kein_Terminated,Zeit abgelaufen,0.57,99,-2519.75,300.5,8,6,20250415-052353,,,,,,,,,,,,,,,,,,,
1213,kein_Terminated,Zeit abgelaufen,0.47,176,-11641.5,300.5,8,3,20250415-052407,,,,,,,,,,,,,,,,,,,
1214,kein_Terminated,Zeit abgelaufen,0.67,8,7900.5,300.5,8,3,20250415-052422,,,,,,,,,,,,,,,,,,,
1215,kein_Terminated,Zeit abgelaufen,0.51,106,-4037,300.5,8,9,20250415-052437,,,,,,,,,,,,,,,,,,,
1216,kein_Terminated,Zeit abgelaufen,0.33,33,957.75,300.5,8,9,20250415-052451,,,,,,,,,,,,,,,,,,,
1217,kein_Terminated,Zeit abgelaufen,0.56,10,6251,300.5,8,0,20250415-052506,,,,,,,,,,,,,,,,,,,
1218,kein_Terminated,Zeit abgelaufen,0.32,17,2345.75,300.5,15,1,20250415-052521,,,,,,,,,,,,,,,,,,,
1219,kein_Terminated,Zeit abgelaufen,0.08,46,-3584,300.5,15,1,20250415-052535,,,,,,,,,,,,,,,,,,,
1220,kein_Terminated,Zeit abgelaufen,0.37,9,3867.75,300.5,15,4,20250415-052550,,,,,,,,,,,,,,,,,,,
1221,kein_Terminated,Zeit abgelaufen,0.24,3,2776.25,300.5,15,4,20250415-052606,,,,,,,,,,,,,,,,,,,
1222,kein_Terminated,Zeit abgelaufen,0.16,10,1051,300.5,15,3,20250415-052620,,,,,,,,,,,,,,,,,,,
1223,kein_Terminated,Zeit abgelaufen,0.25,5,2770.75,300.5,15,3,20250415-052636,,,,,,,,,,,,,,,,,,,
1224,kein_Terminated,Zeit abgelaufen,0.32,2,3901,300.5,15,6,20250415-052651,,,,,,,,,,,,,,,,,,,
1225,kein_Terminated,Zeit abgelaufen,0.55,179,-10819.75,300.5,5,8,20250415-052705,,,,,,,,,,,,,,,,,,,
1226,kein_Terminated,Zeit abgelaufen,0.58,60,1597.5,300.5,5,8,20250415-052719,,,,,,,,,,,,,,,,,,,
1227,kein_Terminated,Zeit abgelaufen,0.51,74,-753,300.5,5,0,20250415-052733,,,,,,,,,,,,,,,,,,,
1228,kein_Terminated,Zeit abgelaufen,0.51,78,-1100,300.5,5,0,20250415-052748,,,,,,,,,,,,,,,,,,,
1229,kein_Terminated,Zeit abgelaufen,0.63,11,7218.25,300.5,5,8,20250415-052802,,,,,,,,,,,,,,,,,,,
1230,kein_Terminated,Zeit abgelaufen,0.63,21,6142.75,300.5,5,8,20250415-052816,,,,,,,,,,,,,,,,,,,
1231,kein_Terminated,Zeit abgelaufen,0.71,48,4526.5,300.5,5,8,20250415-052831,,,,,,,,,,,,,,,,,,,
1232,kein_Terminated,Zeit abgelaufen,0.28,47,-1176.75,300.5,15,8,20250415-052846,,,,,,,,,,,,,,,,,,,
1233,kein_Terminated,Zeit abgelaufen,0.31,327,-29006.75,300.5,15,8,20250415-052902,,,,,,,,,,,,,,,,,,,
1234,kein_Terminated,Zeit abgelaufen,0.14,185,-16776.25,300.5,15,5,20250415-052917,,,,,,,,,,,,,,,,,,,
1235,kein_Terminated,Zeit abgelaufen,0.25,286,-25572,300.5,15,5,20250415-052933,,,,,,,,,,,,,,,,,,,
1236,kein_Terminated,Zeit abgelaufen,0.4,215,-16510.75,300.5,15,8,20250415-052948,,,,,,,,,,,,,,,,,,,
1237,kein_Terminated,Zeit abgelaufen,0.34,253,-21083.25,300.5,15,8,20250415-053003,,,,,,,,,,,,,,,,,,,
1238,kein_Terminated,Zeit abgelaufen,0.29,164,-12796.5,300.5,15,6,20250415-053019,,,,,,,,,,,,,,,,,,,
1239,kein_Terminated,Zeit abgelaufen,0.33,17,2661.75,300.5,0,5,20250415-053033,,,,,,,,,,,,,,,,,,,
1240,kein_Terminated,Zeit abgelaufen,0.63,18,6457,300.5,0,5,20250415-053047,,,,,,,,,,,,,,,,,,,
1241,kein_Terminated,Zeit abgelaufen,0.61,16,6334.5,300.5,0,6,20250415-053102,,,,,,,,,,,,,,,,,,,
1242,kein_Terminated,Zeit abgelaufen,0.48,25,3807.75,300.5,0,6,20250415-053116,,,,,,,,,,,,,,,,,,,
1243,kein_Terminated,Zeit abgelaufen,0.63,18,6409,300.5,0,5,20250415-053130,,,,,,,,,,,,,,,,,,,
1244,kein_Terminated,Zeit abgelaufen,0.67,17,6997.75,300.5,0,5,20250415-053145,,,,,,,,,,,,,,,,,,,
1245,kein_Terminated,Zeit abgelaufen,0.52,17,5045.75,300.5,0,1,20250415-053159,,,,,,,,,,,,,,,,,,,
15,kein_Terminated,Zeit abgelaufen,0.02,0,270.5,300.5,0,1,20250415-053228,,,,,,,,,,,,,,,,,,,
1246,kein_Terminated,Zeit abgelaufen,0.6,0,7746.5,300.5,8,2,20250415-053230,,,,,,,,,,,,,,,,,,,
1247,kein_Terminated,Zeit abgelaufen,0.55,101,-3025.25,300.5,8,2,20250415-053245,,,,,,,,,,,,,,,,,,,
1248,kein_Terminated,Zeit abgelaufen,0.48,217,-15564.25,300.5,8,6,20250415-053300,,,,,,,,,,,,,,,,,,,
1249,kein_Terminated,Zeit abgelaufen,0.67,14,7352,300.5,8,6,20250415-053314,,,,,,,,,,,,,,,,,,,
1250,kein_Terminated,Zeit abgelaufen,0.39,55,-470.75,300.5,8,0,20250415-053330,,,,,,,,,,,,,,,,,,,
1251,kein_Terminated,Zeit abgelaufen,0.53,7,6149.25,300.5,8,0,20250415-053344,,,,,,,,,,,,,,,,,,,
1252,kein_Terminated,Zeit abgelaufen,0.36,29,1820.75,300.5,8,6,20250415-053359,,,,,,,,,,,,,,,,,,,
1253,kein_Terminated,Zeit abgelaufen,0.57,59,858.25,300.5,26,8,20250415-053417,,,,,,,,,,,,,,,,,,,
1254,kein_Terminated,Zeit abgelaufen,0.52,42,2027,300.5,26,8,20250415-053436,,,,,,,,,,,,,,,,,,,
1255,kein_Terminated,Zeit abgelaufen,0.36,41,247.75,300.5,26,9,20250415-053454,,,,,,,,,,,,,,,,,,,
1256,kein_Terminated,Zeit abgelaufen,0.36,6,3746,300.5,26,9,20250415-053513,,,,,,,,,,,,,,,,,,,
1257,kein_Terminated,Zeit abgelaufen,0.32,2,3681,300.5,26,9,20250415-053532,,,,,,,,,,,,,,,,,,,
1258,kein_Terminated,Zeit abgelaufen,0.57,1,6673.75,300.5,26,9,20250415-053550,,,,,,,,,,,,,,,,,,,
1259,kein_Terminated,Zeit abgelaufen,0.59,16,5458.5,300.5,26,8,20250415-053609,,,,,,,,,,,,,,,,,,,
1260,kein_Terminated,Zeit abgelaufen,0.32,41,83.75,300.5,5,9,20250415-053623,,,,,,,,,,,,,,,,,,,
1261,kein_Terminated,Zeit abgelaufen,0.53,99,-3007.75,300.5,5,9,20250415-053638,,,,,,,,,,,,,,,,,,,
1262,kein_Terminated,Zeit abgelaufen,0.7,79,1207.25,300.5,5,1,20250415-053652,,,,,,,,,,,,,,,,,,,
1263,kein_Terminated,Zeit abgelaufen,0.49,7,5713.25,300.5,5,1,20250415-053706,,,,,,,,,,,,,,,,,,,
1264,kein_Terminated,Zeit abgelaufen,0.61,10,6999,300.5,5,7,20250415-053720,,,,,,,,,,,,,,,,,,,
1265,kein_Terminated,Zeit abgelaufen,0.6,11,6766.25,300.5,5,7,20250415-053734,,,,,,,,,,,,,,,,,,,
1266,kein_Terminated,Zeit abgelaufen,0.65,4,8155.5,300.5,5,7,20250415-053748,,,,,,,,,,,,,,,,,,,
1267,kein_Terminated,Zeit abgelaufen,0.57,10,6491,300.5,5,8,20250415-053802,,,,,,,,,,,,,,,,,,,
1268,kein_Terminated,Zeit abgelaufen,0.56,159,-8648.75,300.5,5,8,20250415-053817,,,,,,,,,,,,,,,,,,,
1269,kein_Terminated,Zeit abgelaufen,0.47,9,5311.75,300.5,5,0,20250415-053831,,,,,,,,,,,,,,,,,,,
1270,kein_Terminated,Zeit abgelaufen,0.71,24,6976.5,300.5,5,0,20250415-053846,,,,,,,,,,,,,,,,,,,
1271,kein_Terminated,Zeit abgelaufen,0.69,50,4077,300.5,5,3,20250415-053900,,,,,,,,,,,,,,,,,,,
1272,kein_Terminated,Zeit abgelaufen,0.43,354,-30011,300.5,5,3,20250415-053914,,,,,,,,,,,,,,,,,,,
1273,kein_Terminated,Zeit abgelaufen,0.64,7,7801.25,300.5,5,9,20250415-053929,,,,,,,,,,,,,,,,,,,
1274,kein_Terminated,Zeit abgelaufen,0.37,213,-16605.25,300.5,8,6,20250415-053943,,,,,,,,,,,,,,,,,,,
1275,kein_Terminated,Zeit abgelaufen,0.41,20,3323.5,300.5,8,6,20250415-053957,,,,,,,,,,,,,,,,,,,
1276,kein_Terminated,Zeit abgelaufen,0.51,199,-13426.75,300.5,8,4,20250415-054012,,,,,,,,,,,,,,,,,,,
1277,kein_Terminated,Zeit abgelaufen,0.5,109,-4475.25,300.5,8,4,20250415-054027,,,,,,,,,,,,,,,,,,,
1278,kein_Terminated,Zeit abgelaufen,0.52,298,-23297,300.5,8,0,20250415-054041,,,,,,,,,,,,,,,,,,,
1279,kein_Terminated,Zeit abgelaufen,0.4,316,-26654.5,300.5,8,0,20250415-054056,,,,,,,,,,,,,,,,,,,
1280,kein_Terminated,Zeit abgelaufen,0.73,20,7423.5,300.5,8,3,20250415-054111,,,,,,,,,,,,,,,,,,,
1281,kein_Terminated,Zeit abgelaufen,0.58,72,460.5,300.5,5,4,20250415-054125,,,,,,,,,,,,,,,,,,,
1282,kein_Terminated,Zeit abgelaufen,0.46,10,5023,300.5,5,4,20250415-054139,,,,,,,,,,,,,,,,,,,
1283,kein_Terminated,Zeit abgelaufen,0.42,9,4751.75,300.5,5,9,20250415-054153,,,,,,,,,,,,,,,,,,,
1284,kein_Terminated,Zeit abgelaufen,0.65,18,6729,300.5,5,9,20250415-054208,,,,,,,,,,,,,,,,,,,
1285,kein_Terminated,Zeit abgelaufen,0.65,17,6861.75,300.5,5,4,20250415-054222,,,,,,,,,,,,,,,,,,,
1286,kein_Terminated,Zeit abgelaufen,0.62,22,5966,300.5,5,4,20250415-054236,,,,,,,,,,,,,,,,,,,
1287,kein_Terminated,Zeit abgelaufen,0.49,170,-10645,300.5,5,3,20250415-054250,,,,,,,,,,,,,,,,,,,
1288,kein_Terminated,Zeit abgelaufen,0.69,4,8531.5,300.5,8,7,20250415-054305,,,,,,,,,,,,,,,,,,,
1289,kein_Terminated,Zeit abgelaufen,0.56,176,-10437.5,300.5,8,7,20250415-054320,,,,,,,,,,,,,,,,,,,
1290,kein_Terminated,Zeit abgelaufen,0.64,59,2410.25,300.5,8,6,20250415-054335,,,,,,,,,,,,,,,,,,,
1291,kein_Terminated,Zeit abgelaufen,0.49,162,-9947,300.5,8,6,20250415-054350,,,,,,,,,,,,,,,,,,,
1292,kein_Terminated,Zeit abgelaufen,0.42,20,3423.5,300.5,8,2,20250415-054405,,,,,,,,,,,,,,,,,,,
1293,kein_Terminated,Zeit abgelaufen,0.54,10,5999,300.5,8,2,20250415-054419,,,,,,,,,,,,,,,,,,,
1294,kein_Terminated,Zeit abgelaufen,0.47,5,5586.75,300.5,8,0,20250415-054434,,,,,,,,,,,,,,,,,,,
1295,kein_Terminated,Zeit abgelaufen,0.34,48,-333.5,300.5,5,9,20250415-054448,,,,,,,,,,,,,,,,,,,
1296,kein_Terminated,Zeit abgelaufen,0.7,71,2137.25,300.5,5,9,20250415-054502,,,,,,,,,,,,,,,,,,,
1297,kein_Terminated,Zeit abgelaufen,0.67,17,7129.75,300.5,5,1,20250415-054516,,,,,,,,,,,,,,,,,,,
1298,kein_Terminated,Zeit abgelaufen,0.56,4,7051.5,300.5,5,1,20250415-054530,,,,,,,,,,,,,,,,,,,
1299,kein_Terminated,Zeit abgelaufen,0.48,243,-18067.75,300.5,5,4,20250415-054545,,,,,,,,,,,,,,,,,,,
1300,kein_Terminated,Zeit abgelaufen,0.53,11,5966.25,300.5,5,4,20250415-054559,,,,,,,,,,,,,,,,,,,
1301,kein_Terminated,Zeit abgelaufen,0.44,241,-18454.25,300.5,5,8,20250415-054613,,,,,,,,,,,,,,,,,,,
1302,kein_Terminated,Zeit abgelaufen,0.63,22,6098,300.5,5,9,20250415-054627,,,,,,,,,,,,,,,,,,,
1303,kein_Terminated,Zeit abgelaufen,0.58,7,6905.25,300.5,5,9,20250415-054641,,,,,,,,,,,,,,,,,,,
1304,kein_Terminated,Zeit abgelaufen,0.61,8,7216.5,300.5,5,2,20250415-054655,,,,,,,,,,,,,,,,,,,
