DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,0,50000,1,1080000,99999,100,100,50,2,300,2,0.5,5,-10,0.1,0,8,3,FALSE,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,False,SET_20250410-011939
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt,,,,,,,,,,,,,,,,,,
1376,kein_Terminated,Zeit abgelaufen,0.69,40,7656,300.5,26,6,20250416-041012,,,,,,,,,,,,,,,,,,
1377,kein_Terminated,Zeit abgelaufen,0.69,26,7808,300.5,26,6,20250416-041033,,,,,,,,,,,,,,,,,,
1378,kein_Terminated,Zeit abgelaufen,0.74,46,8304,300.5,26,5,20250416-041054,,,,,,,,,,,,,,,,,,
1379,kein_Terminated,Zeit abgelaufen,0.74,34,9168,300.5,8,7,20250416-041111,,,,,,,,,,,,,,,,,,
1380,kein_Terminated,Zeit abgelaufen,0.75,26,9324,300.5,8,7,20250416-041127,,,,,,,,,,,,,,,,,,
1381,kein_Terminated,Zeit abgelaufen,0.68,17,8494,300.5,8,4,20250416-041144,,,,,,,,,,,,,,,,,,
1382,kein_Terminated,Zeit abgelaufen,0.72,49,8754,300.5,8,4,20250416-041201,,,,,,,,,,,,,,,,,,
1383,kein_Terminated,Zeit abgelaufen,0.73,56,8808,300.5,8,3,20250416-041217,,,,,,,,,,,,,,,,,,
1384,kein_Terminated,Zeit abgelaufen,0.74,67,8818,300.5,8,3,20250416-041234,,,,,,,,,,,,,,,,,,
1385,kein_Terminated,Zeit abgelaufen,0.64,90,7208,300.5,8,1,20250416-041251,,,,,,,,,,,,,,,,,,
1386,kein_Terminated,Zeit abgelaufen,0.71,17,8894,300.5,0,6,20250416-041307,,,,,,,,,,,,,,,,,,
1387,kein_Terminated,Zeit abgelaufen,0.71,27,8914,300.5,0,6,20250416-041323,,,,,,,,,,,,,,,,,,
1388,kein_Terminated,Zeit abgelaufen,0.67,11,8442,300.5,0,9,20250416-041340,,,,,,,,,,,,,,,,,,
1389,kein_Terminated,Zeit abgelaufen,0.76,25,9498,300.5,0,9,20250416-041356,,,,,,,,,,,,,,,,,,
1390,kein_Terminated,Zeit abgelaufen,0.65,21,8178,300.5,0,2,20250416-041412,,,,,,,,,,,,,,,,,,
1391,kein_Terminated,Zeit abgelaufen,0.64,29,7898,300.5,0,2,20250416-041428,,,,,,,,,,,,,,,,,,
1392,kein_Terminated,Zeit abgelaufen,0.68,42,8356,300.5,0,7,20250416-041445,,,,,,,,,,,,,,,,,,
1393,kein_Terminated,Zeit abgelaufen,0.75,38,9312,300.5,5,1,20250416-041501,,,,,,,,,,,,,,,,,,
1394,kein_Terminated,Zeit abgelaufen,0.6,30,7500,300.5,5,1,20250416-041517,,,,,,,,,,,,,,,,,,
1395,kein_Terminated,Zeit abgelaufen,0.66,56,7948,300.5,5,6,20250416-041534,,,,,,,,,,,,,,,,,,
1396,kein_Terminated,Zeit abgelaufen,0.62,54,7444,300.5,5,6,20250416-041550,,,,,,,,,,,,,,,,,,
1397,kein_Terminated,Zeit abgelaufen,0.69,44,8568,300.5,5,2,20250416-041606,,,,,,,,,,,,,,,,,,
1398,kein_Terminated,Zeit abgelaufen,0.56,31,6918,300.5,5,2,20250416-041623,,,,,,,,,,,,,,,,,,
1399,kein_Terminated,Zeit abgelaufen,0.7,19,8866,300.5,5,8,20250416-041639,,,,,,,,,,,,,,,,,,
1400,kein_Terminated,Zeit abgelaufen,0.72,37,8062,300.5,26,8,20250416-041700,,,,,,,,,,,,,,,,,,
1401,kein_Terminated,Zeit abgelaufen,0.75,54,8256,300.5,26,8,20250416-041720,,,,,,,,,,,,,,,,,,
1402,kein_Terminated,Zeit abgelaufen,0.71,30,8000,300.5,26,6,20250416-041741,,,,,,,,,,,,,,,,,,
1403,kein_Terminated,Zeit abgelaufen,0.76,54,8372,300.5,26,6,20250416-041801,,,,,,,,,,,,,,,,,,
1404,kein_Terminated,Zeit abgelaufen,0.7,43,7838,300.5,26,4,20250416-041822,,,,,,,,,,,,,,,,,,
1405,kein_Terminated,Zeit abgelaufen,0.61,34,6832,300.5,26,4,20250416-041843,,,,,,,,,,,,,,,,,,
1406,kein_Terminated,Zeit abgelaufen,0.72,49,8006,300.5,26,4,20250416-041903,,,,,,,,,,,,,,,,,,
1407,kein_Terminated,Zeit abgelaufen,0.67,39,7442,300.5,26,9,20250416-041924,,,,,,,,,,,,,,,,,,
1408,kein_Terminated,Zeit abgelaufen,0.72,55,7854,300.5,26,9,20250416-041945,,,,,,,,,,,,,,,,,,
1409,kein_Terminated,Zeit abgelaufen,0.78,43,8718,300.5,26,5,20250416-042005,,,,,,,,,,,,,,,,,,
1410,kein_Terminated,Zeit abgelaufen,0.73,31,8234,300.5,26,5,20250416-042026,,,,,,,,,,,,,,,,,,
1411,kein_Terminated,Zeit abgelaufen,0.68,42,7568,300.5,26,9,20250416-042046,,,,,,,,,,,,,,,,,,
17,kein_Terminated,Zeit abgelaufen,0.07,101,-226,300.5,5,0,20250416-042119,,,,,,,,,,,,,,,,,,
1412,kein_Terminated,Zeit abgelaufen,0.68,52,7452,300.5,26,9,20250416-042120,,,,,,,,,,,,,,,,,,
1413,kein_Terminated,Zeit abgelaufen,0.58,26,6580,300.5,26,5,20250416-042141,,,,,,,,,,,,,,,,,,
1414,kein_Terminated,Zeit abgelaufen,0.69,25,8566,300.5,0,1,20250416-042157,,,,,,,,,,,,,,,,,,
1415,kein_Terminated,Zeit abgelaufen,0.71,22,8908,300.5,0,1,20250416-042213,,,,,,,,,,,,,,,,,,
1416,kein_Terminated,Zeit abgelaufen,0.69,18,8648,300.5,0,6,20250416-042230,,,,,,,,,,,,,,,,,,
1417,kein_Terminated,Zeit abgelaufen,0.7,22,8796,300.5,0,6,20250416-042246,,,,,,,,,,,,,,,,,,
1418,kein_Terminated,Zeit abgelaufen,0.67,34,8312,300.5,0,8,20250416-042303,,,,,,,,,,,,,,,,,,
1419,kein_Terminated,Zeit abgelaufen,0.67,38,8228,300.5,0,8,20250416-042319,,,,,,,,,,,,,,,,,,
1420,kein_Terminated,Zeit abgelaufen,0.74,23,9338,300.5,0,0,20250416-042336,,,,,,,,,,,,,,,,,,
1421,kein_Terminated,Zeit abgelaufen,0.77,51,9386,300.5,8,2,20250416-042353,,,,,,,,,,,,,,,,,,
1422,kein_Terminated,Zeit abgelaufen,0.74,62,8804,300.5,8,2,20250416-042409,,,,,,,,,,,,,,,,,,
1423,kein_Terminated,Zeit abgelaufen,0.73,11,9194,300.5,8,5,20250416-042426,,,,,,,,,,,,,,,,,,
1424,kein_Terminated,Zeit abgelaufen,0.72,43,8822,300.5,8,5,20250416-042442,,,,,,,,,,,,,,,,,,
1425,kein_Terminated,Zeit abgelaufen,0.79,52,9552,300.5,8,3,20250416-042459,,,,,,,,,,,,,,,,,,
1426,kein_Terminated,Zeit abgelaufen,0.74,35,9142,300.5,8,3,20250416-042516,,,,,,,,,,,,,,,,,,
1427,kein_Terminated,Zeit abgelaufen,0.59,43,7150,300.5,8,6,20250416-042533,,,,,,,,,,,,,,,,,,
1428,kein_Terminated,Zeit abgelaufen,0.66,27,7442,300.5,26,1,20250416-042553,,,,,,,,,,,,,,,,,,
1429,kein_Terminated,Zeit abgelaufen,0.73,25,8274,300.5,26,1,20250416-042614,,,,,,,,,,,,,,,,,,
1430,kein_Terminated,Zeit abgelaufen,0.76,37,8566,300.5,26,4,20250416-042634,,,,,,,,,,,,,,,,,,
1431,kein_Terminated,Zeit abgelaufen,0.72,40,8072,300.5,26,4,20250416-042655,,,,,,,,,,,,,,,,,,
1432,kein_Terminated,Zeit abgelaufen,0.69,38,7708,300.5,26,2,20250416-042716,,,,,,,,,,,,,,,,,,
1433,kein_Terminated,Zeit abgelaufen,0.71,49,7886,300.5,26,2,20250416-042736,,,,,,,,,,,,,,,,,,
1434,kein_Terminated,Zeit abgelaufen,0.68,32,7672,300.5,26,2,20250416-042757,,,,,,,,,,,,,,,,,,
1435,kein_Terminated,Zeit abgelaufen,0.71,40,8668,300.5,0,2,20250416-042814,,,,,,,,,,,,,,,,,,
1436,kein_Terminated,Zeit abgelaufen,0.7,32,8644,300.5,0,2,20250416-042830,,,,,,,,,,,,,,,,,,
1437,kein_Terminated,Zeit abgelaufen,0.69,14,8752,300.5,0,2,20250416-042847,,,,,,,,,,,,,,,,,,
1438,kein_Terminated,Zeit abgelaufen,0.65,29,8030,300.5,0,2,20250416-042903,,,,,,,,,,,,,,,,,,
1439,kein_Terminated,Zeit abgelaufen,0.71,44,8616,300.5,0,8,20250416-042920,,,,,,,,,,,,,,,,,,
1440,kein_Terminated,Zeit abgelaufen,0.7,14,8880,300.5,0,8,20250416-042936,,,,,,,,,,,,,,,,,,
1441,kein_Terminated,Zeit abgelaufen,0.65,13,8194,300.5,0,9,20250416-042953,,,,,,,,,,,,,,,,,,
1442,kein_Terminated,Zeit abgelaufen,0.68,24,8472,300.5,8,0,20250416-043009,,,,,,,,,,,,,,,,,,
1443,kein_Terminated,Zeit abgelaufen,0.66,30,8132,300.5,8,0,20250416-043026,,,,,,,,,,,,,,,,,,
1444,kein_Terminated,Zeit abgelaufen,0.58,115,6194,300.5,8,1,20250416-043043,,,,,,,,,,,,,,,,,,
1445,kein_Terminated,Zeit abgelaufen,0.66,58,7872,300.5,8,1,20250416-043100,,,,,,,,,,,,,,,,,,
1446,kein_Terminated,Zeit abgelaufen,0.76,35,9402,300.5,8,9,20250416-043116,,,,,,,,,,,,,,,,,,
1447,kein_Terminated,Zeit abgelaufen,0.76,23,9530,300.5,8,9,20250416-043133,,,,,,,,,,,,,,,,,,
1448,kein_Terminated,Zeit abgelaufen,0.76,57,9166,300.5,8,2,20250416-043150,,,,,,,,,,,,,,,,,,
1449,kein_Terminated,Zeit abgelaufen,0.64,42,7796,300.5,0,2,20250416-043206,,,,,,,,,,,,,,,,,,
1450,kein_Terminated,Zeit abgelaufen,0.66,10,8348,300.5,0,2,20250416-043222,,,,,,,,,,,,,,,,,,
1451,kein_Terminated,Zeit abgelaufen,0.67,15,8466,300.5,0,8,20250416-043239,,,,,,,,,,,,,,,,,,
1452,kein_Terminated,Zeit abgelaufen,0.67,40,8244,300.5,0,8,20250416-043255,,,,,,,,,,,,,,,,,,
1453,kein_Terminated,Zeit abgelaufen,0.7,22,8720,300.5,0,9,20250416-043312,,,,,,,,,,,,,,,,,,
1454,kein_Terminated,Zeit abgelaufen,0.71,47,8582,300.5,0,9,20250416-043328,,,,,,,,,,,,,,,,,,
1455,kein_Terminated,Zeit abgelaufen,0.72,17,9050,300.5,0,1,20250416-043345,,,,,,,,,,,,,,,,,,
1456,kein_Terminated,Zeit abgelaufen,0.72,29,8178,300.5,26,3,20250416-043406,,,,,,,,,,,,,,,,,,
1457,kein_Terminated,Zeit abgelaufen,0.77,50,8492,300.5,26,3,20250416-043426,,,,,,,,,,,,,,,,,,
1458,kein_Terminated,Zeit abgelaufen,0.7,45,7754,300.5,26,2,20250416-043447,,,,,,,,,,,,,,,,,,
1459,kein_Terminated,Zeit abgelaufen,0.7,43,7730,300.5,26,2,20250416-043507,,,,,,,,,,,,,,,,,,
1460,kein_Terminated,Zeit abgelaufen,0.75,43,8342,300.5,26,4,20250416-043528,,,,,,,,,,,,,,,,,,
1461,kein_Terminated,Zeit abgelaufen,0.7,35,7882,300.5,26,4,20250416-043549,,,,,,,,,,,,,,,,,,
1462,kein_Terminated,Zeit abgelaufen,0.77,49,8534,300.5,26,6,20250416-043609,,,,,,,,,,,,,,,,,,
1463,kein_Terminated,Zeit abgelaufen,0.71,35,7966,300.5,26,3,20250416-043630,,,,,,,,,,,,,,,,,,
1464,kein_Terminated,Zeit abgelaufen,0.73,33,8194,300.5,26,3,20250416-043651,,,,,,,,,,,,,,,,,,
1465,kein_Terminated,Zeit abgelaufen,0.71,27,8110,300.5,26,9,20250416-043712,,,,,,,,,,,,,,,,,,
1466,kein_Terminated,Zeit abgelaufen,0.69,42,7676,300.5,26,9,20250416-043732,,,,,,,,,,,,,,,,,,
1467,kein_Terminated,Zeit abgelaufen,0.66,47,7278,300.5,26,7,20250416-043753,,,,,,,,,,,,,,,,,,
1468,kein_Terminated,Zeit abgelaufen,0.72,27,8194,300.5,26,7,20250416-043814,,,,,,,,,,,,,,,,,,
1469,kein_Terminated,Zeit abgelaufen,0.73,32,8260,300.5,26,4,20250416-043834,,,,,,,,,,,,,,,,,,
1470,kein_Terminated,Zeit abgelaufen,0.74,47,9114,300.5,5,4,20250416-043850,,,,,,,,,,,,,,,,,,
1471,kein_Terminated,Zeit abgelaufen,0.7,34,8768,300.5,5,4,20250416-043907,,,,,,,,,,,,,,,,,,
1472,kein_Terminated,Zeit abgelaufen,0.6,20,7548,300.5,5,3,20250416-043923,,,,,,,,,,,,,,,,,,
1473,kein_Terminated,Zeit abgelaufen,0.7,11,8922,300.5,5,3,20250416-043940,,,,,,,,,,,,,,,,,,
1474,kein_Terminated,Zeit abgelaufen,0.7,14,8952,300.5,5,5,20250416-043956,,,,,,,,,,,,,,,,,,
1475,kein_Terminated,Zeit abgelaufen,0.69,28,8648,300.5,5,5,20250416-044012,,,,,,,,,,,,,,,,,,
1476,kein_Terminated,Zeit abgelaufen,0.7,10,9008,300.5,5,5,20250416-044028,,,,,,,,,,,,,,,,,,
1477,kein_Terminated,Zeit abgelaufen,0.63,39,7618,300.5,8,1,20250416-044045,,,,,,,,,,,,,,,,,,
1478,kein_Terminated,Zeit abgelaufen,0.69,46,8392,300.5,8,1,20250416-044102,,,,,,,,,,,,,,,,,,
1479,kein_Terminated,Zeit abgelaufen,0.65,40,7940,300.5,8,7,20250416-044118,,,,,,,,,,,,,,,,,,
1480,kein_Terminated,Zeit abgelaufen,0.63,28,7764,300.5,8,7,20250416-044135,,,,,,,,,,,,,,,,,,
1481,kein_Terminated,Zeit abgelaufen,0.62,38,7500,300.5,8,2,20250416-044152,,,,,,,,,,,,,,,,,,
1482,kein_Terminated,Zeit abgelaufen,0.76,64,9064,300.5,8,2,20250416-044208,,,,,,,,,,,,,,,,,,
1483,kein_Terminated,Zeit abgelaufen,0.63,33,7706,300.5,8,4,20250416-044225,,,,,,,,,,,,,,,,,,
1484,kein_Terminated,Zeit abgelaufen,0.67,70,7744,300.5,15,8,20250416-044242,,,,,,,,,,,,,,,,,,
1485,kein_Terminated,Zeit abgelaufen,0.58,34,6968,300.5,15,8,20250416-044300,,,,,,,,,,,,,,,,,,
1486,kein_Terminated,Zeit abgelaufen,0.68,59,7962,300.5,15,2,20250416-044317,,,,,,,,,,,,,,,,,,
1487,kein_Terminated,Zeit abgelaufen,0.66,68,7576,300.5,15,2,20250416-044335,,,,,,,,,,,,,,,,,,
1488,kein_Terminated,Zeit abgelaufen,0.57,46,6728,300.5,15,4,20250416-044352,,,,,,,,,,,,,,,,,,
1489,kein_Terminated,Zeit abgelaufen,0.67,91,7518,300.5,15,4,20250416-044409,,,,,,,,,,,,,,,,,,
1490,kein_Terminated,Zeit abgelaufen,0.65,82,7348,300.5,15,4,20250416-044427,,,,,,,,,,,,,,,,,,
1491,kein_Terminated,Zeit abgelaufen,0.56,61,6570,300.5,8,1,20250416-044443,,,,,,,,,,,,,,,,,,
1492,kein_Terminated,Zeit abgelaufen,0.41,52,4696,300.5,8,1,20250416-044500,,,,,,,,,,,,,,,,,,
1493,kein_Terminated,Zeit abgelaufen,0.71,28,8736,300.5,8,7,20250416-044517,,,,,,,,,,,,,,,,,,
1494,kein_Terminated,Zeit abgelaufen,0.55,34,6720,300.5,8,7,20250416-044533,,,,,,,,,,,,,,,,,,
1495,kein_Terminated,Zeit abgelaufen,0.63,36,7740,300.5,8,1,20250416-044550,,,,,,,,,,,,,,,,,,
18,kein_Terminated,Zeit abgelaufen,0.08,0,868,300.5,26,8,20250416-044611,,,,,,,,,,,,,,,,,,
1496,kein_Terminated,Zeit abgelaufen,0.64,27,7850,300.5,8,1,20250416-044626,,,,,,,,,,,,,,,,,,
1497,kein_Terminated,Zeit abgelaufen,0.67,10,8424,300.5,8,4,20250416-044642,,,,,,,,,,,,,,,,,,
1498,kein_Terminated,Zeit abgelaufen,0.67,43,7406,300.5,26,3,20250416-044703,,,,,,,,,,,,,,,,,,
1499,kein_Terminated,Zeit abgelaufen,0.74,25,8426,300.5,26,3,20250416-044724,,,,,,,,,,,,,,,,,,
1500,kein_Terminated,Zeit abgelaufen,0.59,38,6512,300.5,26,9,20250416-044744,,,,,,,,,,,,,,,,,,
1501,kein_Terminated,Zeit abgelaufen,0.67,37,7522,300.5,26,9,20250416-044805,,,,,,,,,,,,,,,,,,
1502,kein_Terminated,Zeit abgelaufen,0.7,44,7728,300.5,26,7,20250416-044826,,,,,,,,,,,,,,,,,,
1503,kein_Terminated,Zeit abgelaufen,0.74,34,8344,300.5,26,7,20250416-044846,,,,,,,,,,,,,,,,,,
1504,kein_Terminated,Zeit abgelaufen,0.71,49,7818,300.5,26,5,20250416-044907,,,,,,,,,,,,,,,,,,
1505,kein_Terminated,Zeit abgelaufen,0.68,72,8048,300.5,0,7,20250416-044923,,,,,,,,,,,,,,,,,,
1506,kein_Terminated,Zeit abgelaufen,0.72,48,8756,300.5,0,7,20250416-044940,,,,,,,,,,,,,,,,,,
1507,kein_Terminated,Zeit abgelaufen,0.62,13,7770,300.5,0,4,20250416-044957,,,,,,,,,,,,,,,,,,
1508,kein_Terminated,Zeit abgelaufen,0.63,19,7894,300.5,0,4,20250416-045013,,,,,,,,,,,,,,,,,,
1509,kein_Terminated,Zeit abgelaufen,0.74,52,9036,300.5,0,1,20250416-045029,,,,,,,,,,,,,,,,,,
1510,kein_Terminated,Zeit abgelaufen,0.67,28,8400,300.5,0,1,20250416-045046,,,,,,,,,,,,,,,,,,
1511,kein_Terminated,Zeit abgelaufen,0.7,25,8798,300.5,0,3,20250416-045102,,,,,,,,,,,,,,,,,,
1512,kein_Terminated,Zeit abgelaufen,0.69,17,8606,300.5,8,5,20250416-045119,,,,,,,,,,,,,,,,,,
1513,kein_Terminated,Zeit abgelaufen,0.69,30,8596,300.5,8,5,20250416-045135,,,,,,,,,,,,,,,,,,
1514,kein_Terminated,Zeit abgelaufen,0.64,36,7860,300.5,8,6,20250416-045152,,,,,,,,,,,,,,,,,,
1515,kein_Terminated,Zeit abgelaufen,0.58,29,7122,300.5,8,6,20250416-045209,,,,,,,,,,,,,,,,,,
1516,kein_Terminated,Zeit abgelaufen,0.57,31,6922,300.5,8,6,20250416-045226,,,,,,,,,,,,,,,,,,
1517,kein_Terminated,Zeit abgelaufen,0.58,30,7128,300.5,8,6,20250416-045242,,,,,,,,,,,,,,,,,,
1518,kein_Terminated,Zeit abgelaufen,0.72,34,8884,300.5,8,3,20250416-045259,,,,,,,,,,,,,,,,,,
1519,kein_Terminated,Zeit abgelaufen,0.68,48,7476,300.5,26,1,20250416-045319,,,,,,,,,,,,,,,,,,
1520,kein_Terminated,Zeit abgelaufen,0.62,33,6906,300.5,26,1,20250416-045340,,,,,,,,,,,,,,,,,,
1521,kein_Terminated,Zeit abgelaufen,0.7,48,7684,300.5,26,2,20250416-045401,,,,,,,,,,,,,,,,,,
1522,kein_Terminated,Zeit abgelaufen,0.71,36,7948,300.5,26,2,20250416-045422,,,,,,,,,,,,,,,,,,
1523,kein_Terminated,Zeit abgelaufen,0.58,43,6326,300.5,26,5,20250416-045442,,,,,,,,,,,,,,,,,,
1524,kein_Terminated,Zeit abgelaufen,0.68,49,7446,300.5,26,5,20250416-045503,,,,,,,,,,,,,,,,,,
1525,kein_Terminated,Zeit abgelaufen,0.68,31,7642,300.5,26,0,20250416-045524,,,,,,,,,,,,,,,,,,
1526,kein_Terminated,Zeit abgelaufen,0.64,70,7544,300.5,8,2,20250416-045540,,,,,,,,,,,,,,,,,,
1527,kein_Terminated,Zeit abgelaufen,0.71,53,8486,300.5,8,2,20250416-045557,,,,,,,,,,,,,,,,,,
1528,80 Prozent der Fläche wurde erkundet,kein_Truncared,0.8,36,9848,299.5,8,6,20250416-045614,,,,,,,,,,,,,,,,,,
1529,80 Prozent der Fläche wurde erkundet,kein_Truncared,0.8,0,0,0,8,6,20250416-045616,,,,,,,,,,,,,,,,,,
1530,kein_Terminated,Zeit abgelaufen,0.77,42,9404,300.5,8,2,20250416-045633,,,,,,,,,,,,,,,,,,
1531,kein_Terminated,Zeit abgelaufen,0.75,50,9152,300.5,8,2,20250416-045649,,,,,,,,,,,,,,,,,,
1532,kein_Terminated,Zeit abgelaufen,0.74,55,8934,300.5,8,2,20250416-045706,,,,,,,,,,,,,,,,,,
1533,kein_Terminated,Zeit abgelaufen,0.68,14,7892,300.5,26,9,20250416-045727,,,,,,,,,,,,,,,,,,
1534,kein_Terminated,Zeit abgelaufen,0.65,49,7078,300.5,26,9,20250416-045747,,,,,,,,,,,,,,,,,,
1535,kein_Terminated,Zeit abgelaufen,0.7,32,7892,300.5,26,2,20250416-045808,,,,,,,,,,,,,,,,,,
1536,kein_Terminated,Zeit abgelaufen,0.7,39,7830,300.5,26,2,20250416-045829,,,,,,,,,,,,,,,,,,
1537,kein_Terminated,Zeit abgelaufen,0.69,46,7600,300.5,26,2,20250416-045849,,,,,,,,,,,,,,,,,,
1538,kein_Terminated,Zeit abgelaufen,0.71,29,8050,300.5,26,2,20250416-045910,,,,,,,,,,,,,,,,,,
1539,kein_Terminated,Zeit abgelaufen,0.73,36,8248,300.5,26,2,20250416-045931,,,,,,,,,,,,,,,,,,
1540,kein_Terminated,Zeit abgelaufen,0.62,11,7878,300.5,5,7,20250416-045947,,,,,,,,,,,,,,,,,,
1541,kein_Terminated,Zeit abgelaufen,0.67,24,8388,300.5,5,7,20250416-050003,,,,,,,,,,,,,,,,,,
1542,kein_Terminated,Zeit abgelaufen,0.61,10,7816,300.5,5,0,20250416-050020,,,,,,,,,,,,,,,,,,
1543,kein_Terminated,Zeit abgelaufen,0.72,17,9170,300.5,5,0,20250416-050036,,,,,,,,,,,,,,,,,,
1544,kein_Terminated,Zeit abgelaufen,0.69,24,8740,300.5,5,2,20250416-050053,,,,,,,,,,,,,,,,,,
1545,kein_Terminated,Zeit abgelaufen,0.54,10,6928,300.5,5,2,20250416-050110,,,,,,,,,,,,,,,,,,
1546,kein_Terminated,Zeit abgelaufen,0.72,34,8956,300.5,5,9,20250416-050126,,,,,,,,,,,,,,,,,,
1547,kein_Terminated,Zeit abgelaufen,0.6,46,7324,300.5,5,1,20250416-050142,,,,,,,,,,,,,,,,,,
1548,kein_Terminated,Zeit abgelaufen,0.72,17,9174,300.5,5,1,20250416-050158,,,,,,,,,,,,,,,,,,
1549,kein_Terminated,Zeit abgelaufen,0.78,31,9794,300.5,5,5,20250416-050215,,,,,,,,,,,,,,,,,,
1550,kein_Terminated,Zeit abgelaufen,0.65,23,8250,300.5,5,5,20250416-050231,,,,,,,,,,,,,,,,,,
1551,kein_Terminated,Zeit abgelaufen,0.68,11,8650,300.5,5,7,20250416-050247,,,,,,,,,,,,,,,,,,
1552,kein_Terminated,Zeit abgelaufen,0.64,42,7820,300.5,5,7,20250416-050303,,,,,,,,,,,,,,,,,,
1553,kein_Terminated,Zeit abgelaufen,0.68,24,8536,300.5,5,5,20250416-050319,,,,,,,,,,,,,,,,,,
1554,kein_Terminated,Zeit abgelaufen,0.69,47,8350,300.5,8,3,20250416-050336,,,,,,,,,,,,,,,,,,
1555,kein_Terminated,Zeit abgelaufen,0.74,52,8968,300.5,8,3,20250416-050353,,,,,,,,,,,,,,,,,,
1556,kein_Terminated,Zeit abgelaufen,0.72,32,8888,300.5,8,5,20250416-050409,,,,,,,,,,,,,,,,,,
1557,kein_Terminated,Zeit abgelaufen,0.7,32,8688,300.5,8,5,20250416-050426,,,,,,,,,,,,,,,,,,
1558,kein_Terminated,Zeit abgelaufen,0.73,35,9026,300.5,8,9,20250416-050443,,,,,,,,,,,,,,,,,,
1559,kein_Terminated,Zeit abgelaufen,0.7,37,8594,300.5,8,9,20250416-050459,,,,,,,,,,,,,,,,,,
1560,kein_Terminated,Zeit abgelaufen,0.71,28,8740,300.5,8,5,20250416-050516,,,,,,,,,,,,,,,,,,
1561,kein_Terminated,Zeit abgelaufen,0.53,70,5952,300.5,15,9,20250416-050533,,,,,,,,,,,,,,,,,,
1562,kein_Terminated,Zeit abgelaufen,0.49,70,5356,300.5,15,9,20250416-050551,,,,,,,,,,,,,,,,,,
1563,kein_Terminated,Zeit abgelaufen,0.45,73,4894,300.5,15,6,20250416-050609,,,,,,,,,,,,,,,,,,
1564,kein_Terminated,Zeit abgelaufen,0.6,42,7052,300.5,15,6,20250416-050626,,,,,,,,,,,,,,,,,,
1565,kein_Terminated,Zeit abgelaufen,0.72,49,8486,300.5,15,3,20250416-050643,,,,,,,,,,,,,,,,,,
1566,kein_Terminated,Zeit abgelaufen,0.74,102,8248,300.5,15,3,20250416-050701,,,,,,,,,,,,,,,,,,
1567,kein_Terminated,Zeit abgelaufen,0.68,75,7730,300.5,15,1,20250416-050718,,,,,,,,,,,,,,,,,,
1568,kein_Terminated,Zeit abgelaufen,0.69,14,8752,300.5,0,0,20250416-050734,,,,,,,,,,,,,,,,,,
1569,kein_Terminated,Zeit abgelaufen,0.71,14,8928,300.5,0,0,20250416-050751,,,,,,,,,,,,,,,,,,
1570,kein_Terminated,Zeit abgelaufen,0.73,49,8906,300.5,0,8,20250416-050807,,,,,,,,,,,,,,,,,,
1571,kein_Terminated,Zeit abgelaufen,0.59,9,7490,300.5,0,8,20250416-050823,,,,,,,,,,,,,,,,,,
1572,kein_Terminated,Zeit abgelaufen,0.71,33,8826,300.5,0,2,20250416-050840,,,,,,,,,,,,,,,,,,
1573,kein_Terminated,Zeit abgelaufen,0.74,26,9280,300.5,0,2,20250416-050856,,,,,,,,,,,,,,,,,,
1574,kein_Terminated,Zeit abgelaufen,0.67,55,8002,300.5,0,7,20250416-050912,,,,,,,,,,,,,,,,,,
1575,kein_Terminated,Zeit abgelaufen,0.45,117,4498,300.5,15,9,20250416-050929,,,,,,,,,,,,,,,,,,
1576,kein_Terminated,Zeit abgelaufen,0.48,104,4936,300.5,15,9,20250416-050947,,,,,,,,,,,,,,,,,,
1577,kein_Terminated,Zeit abgelaufen,0.71,72,8236,300.5,15,5,20250416-051004,,,,,,,,,,,,,,,,,,
1578,kein_Terminated,Zeit abgelaufen,0.41,70,4428,300.5,15,5,20250416-051021,,,,,,,,,,,,,,,,,,
